"CustomerID","CLV","MonthlyPremium","LifetimeClaims","Last5YearsClaims","CoverageType","SalesChannel","MonthsSinceLastClaim","MonthsSincePolicyInception","NumberOfComplaints","NumberOfPolicies","PolicyType","VehicleClass","VehicleSize","State","Location","Gender","EducationLevel","EmploymentStatus","MaritalStatus"
"MD44130",11424.761196,144,691.2,691.2,"Basic","Branch",13,20,0,8,"Corporate Auto L2","Two-Door Car","Large","MD","Suburban","Male","High School or Below","Employed","Married"
"MD45928",27541.95236,232,1113.6,1113.6,"Premium","Agent",23,21,0,2,"Personal Auto L3","Four-Door Car","Midsize","DE","Suburban","Female","High School or Below","Employed","Single"
"MD47500",9722.986034,138,876.311168,876.311168,"Basic","Branch",23,9,1,8,"Personal Auto L3","Four-Door Car","Large","PA","Suburban","Male","College","Medical Leave","Single"
"MD70013",7757.540462,192,9.438086,4.719043,"Extended","Agent",6,96,0,1,"Personal Auto L3","Four-Door Car","Small","VA","Rural","Female","Bachelor","Employed","Married"
"MD70513",25518.55688,214,1450.679542,1236.3115039377,"Basic","Branch",16,90,0,2,"Personal Auto L2","SUV","Midsize","NJ","Suburban","Male","College","Employed","Single"
"MD73554",10503.967992,132,633.6,633.6,"Basic","Branch",23,5,0,7,"Personal Auto L1","Two-Door Car","Midsize","PA","Suburban","Male","College","Employed","Married"
"MD86050",9443.318032,134,964.8,964.8,"Basic","Branch",20,38,0,8,"Personal Auto L3","Four-Door Car","Midsize","MD","Suburban","Male","High School or Below","Unemployed","Single"
"MD87746",15014.910744,128,462.403772,248.891025354504,"Basic","Agent",10,61,0,2,"Personal Auto L2","Two-Door Car","Midsize","MD","Urban","Male","College","Employed","Single"
"MD95935",11690.852402,146,1032.842248,1032.842248,"Basic","Web",1,0,0,6,"Corporate Auto L3","Two-Door Car","Midsize","PA","Suburban","Female","Bachelor","Employed","Married"
"ME11422",10170.046738,144,1143.063164,1143.063164,"Basic","Agent",15,18,1,3,"Personal Auto L3","Four-Door Car","Small","PA","Suburban","Male","College","Unemployed","Married"
"ME22430",4907.141588,138,662.4,446.069889929903,"Basic","Agent",3,92,0,1,"Personal Auto L2","Four-Door Car","Midsize","VA","Suburban","Male","Bachelor","Medical Leave","Single"
"ME35315",15512.615304,148,1065.6,837.011290038655,"Basic","Agent",24,63,0,2,"Corporate Auto L1","Two-Door Car","Small","NJ","Suburban","Male","College","Unemployed","Single"
"ME37051",14680.99301,124,259.998276,49.0520639087231,"Basic","Agent",15,63,0,2,"Personal Auto L3","Two-Door Car","Midsize","PA","Rural","Male","Bachelor","Employed","Divorced"
"ME37450",10420.696744,132,75.921074,37.960537,"Basic","Agent",7,89,0,5,"Special Auto L2","Four-Door Car","Midsize","DE","Rural","Male","Bachelor","Employed","Single"
"ME44353",11752.108628,148,500.908024,500.908024,"Basic","Call Center",2,59,0,5,"Personal Auto L2","Four-Door Car","Midsize","MD","Urban","Female","College","Employed","Married"
"ME47990",6218.015612,154,711.818532,488.218824039937,"Extended","Branch",0,87,0,1,"Corporate Auto L2","Four-Door Car","Midsize","PA","Urban","Male","High School or Below","Employed","Married"
"ME77513",17435.555662,216,580.783052,365.026946959167,"Premium","Agent",2,72,0,7,"Corporate Auto L3","Four-Door Car","Midsize","VA","Urban","Female","Master","Employed","Married"
"ME80331",18768.951534,266,1915.2,1915.2,"Extended","Call Center",7,42,0,4,"Personal Auto L3","SUV","Midsize","PA","Suburban","Male","High School or Below","Unemployed","Single"
"ME83611",5061.410274,126,123.539128,123.539128,"Basic","Web",11,2,0,1,"Personal Auto L3","Four-Door Car","Midsize","VA","Rural","Female","Bachelor","Employed","Single"
"ME84824",11979.547862,308,1478.4,1478.4,"Premium","Branch",33,24,0,1,"Personal Auto L3","Sports Car","Midsize","DE","Suburban","Male","College","Employed","Single"
"ME87834",8438.04824,214,1386.828266,1386.828266,"Basic","Web",24,52,0,1,"Personal Auto L3","SUV","Midsize","MD","Suburban","Male","Bachelor","Employed","Married"
"ME99882",18495.094786,232,692.53059,692.53059,"Premium","Call Center",5,55,0,4,"Personal Auto L3","Two-Door Car","Large","DE","Urban","Male","Bachelor","Employed","Married"
"MF15503",14111.925128,216,1555.2,1344.65430908002,"Premium","Branch",25,82,1,4,"Special Auto L2","Two-Door Car","Midsize","VA","Suburban","Male","Bachelor","Unemployed","Single"
"MF18493",34995.04402,146,700.8,490.348703522688,"Basic","Agent",9,94,0,2,"Personal Auto L1","Two-Door Car","Midsize","PA","Suburban","Male","College","Unemployed","Divorced"
"MF19231",14869.350298,188,902.4,699.54414900987,"Extended","Call Center",26,99,0,3,"Personal Auto L1","Four-Door Car","Midsize","PA","Suburban","Male","Master","Employed","Married"
"MF23895",5219.659224,130,66.342826,33.171413,"Basic","Agent",29,77,1,1,"Corporate Auto L3","Four-Door Car","Midsize","DE","Rural","Female","College","Employed","Married"
"MF30956",17891.378796,224,540.455094,336.432629729066,"Basic","Web",16,70,0,8,"Corporate Auto L2","SUV","Midsize","PA","Rural","Male","College","Employed","Married"
"MF41879",16430.776484,220,1202.042572,1202.042572,"Basic","Web",10,32,0,7,"Personal Auto L2","SUV","Small","MD","Suburban","Male","Doctor","Unemployed","Married"
"MF49636",10780.5433,138,544.049304,340.329289245451,"Basic","Agent",31,61,2,6,"Personal Auto L1","Two-Door Car","Midsize","DE","Urban","Male","High School or Below","Employed","Married"
"MF53477",7201.868652,202,1389.196576,1389.196576,"Basic","Agent",7,54,0,1,"Corporate Auto L1","SUV","Midsize","PA","Suburban","Female","High School or Below","Retired","Single"
"MF59279",8445.955204,126,604.8,390.083473671647,"Basic","Agent",26,78,0,7,"Personal Auto L1","Two-Door Car","Small","PA","Suburban","Male","Bachelor","Unemployed","Single"
"MF65419",7959.173104,232,1670.4,1670.4,"Basic","Branch",32,57,0,1,"Personal Auto L3","Sports Car","Midsize","MD","Suburban","Male","Bachelor","Unemployed","Single"
"MF74413",19315.158996,262,1257.6,1044.15966260625,"Extended","Agent",34,61,0,9,"Personal Auto L3","SUV","Midsize","MD","Suburban","Male","High School or Below","Unemployed","Married"
"MF82000",4730.697202,132,319.273912,319.273912,"Basic","Branch",25,51,2,1,"Special Auto L2","Four-Door Car","Midsize","NJ","Rural","Female","Bachelor","Unemployed","Married"
"MF83904",10905.250898,144,691.2,691.2,"Basic","Agent",3,40,0,3,"Personal Auto L3","Two-Door Car","Midsize","MD","Suburban","Female","Bachelor","Disabled","Married"
"MF87270",5905.162662,148,710.4,710.4,"Basic","Call Center",31,17,0,1,"Personal Auto L3","Four-Door Car","Small","PA","Suburban","Female","High School or Below","Employed","Married"
"MG10140",7493.50325,188,39.151366,39.151366,"Extended","Call Center",14,38,1,1,"Personal Auto L1","Two-Door Car","Large","MD","Rural","Female","College","Employed","Married"
"MG12206",7457.748196,138,993.6,993.6,"Basic","Call Center",21,54,5,3,"Personal Auto L2","Two-Door Car","Midsize","PA","Suburban","Male","College","Unemployed","Single"
"MG46007",12716.503384,188,35.877958,17.938979,"Extended","Agent",19,98,2,4,"Personal Auto L2","Four-Door Car","Midsize","PA","Rural","Male","High School or Below","Unemployed","Married"
"MG53211",6475.84709,164,557.471558,337.615286292245,"Extended","Branch",11,62,0,1,"Personal Auto L3","Four-Door Car","Midsize","PA","Urban","Female","College","Employed","Single"
"MG66142",19034.15602,174,835.2,614.225424364413,"Extended","Agent",13,76,0,2,"Personal Auto L3","Four-Door Car","Small","MD","Suburban","Female","Bachelor","Unemployed","Married"
"MG72449",10558.397328,132,274.17339,61.7212741774278,"Basic","Call Center",15,99,0,3,"Personal Auto L3","Four-Door Car","Midsize","VA","Rural","Female","Bachelor","Employed","Divorced"
"MG74662",6968.495684,176,145.086342,72.543171,"Extended","Branch",3,70,0,1,"Corporate Auto L2","Four-Door Car","Midsize","MD","Rural","Female","High School or Below","Employed","Single"
"MG77033",11045.539924,138,240.218122,240.218122,"Basic","Agent",26,21,0,3,"Corporate Auto L3","Four-Door Car","Large","PA","Rural","Male","College","Employed","Married"
"MG88768",9877.45532,124,144.202038,144.202038,"Basic","Branch",5,12,0,9,"Corporate Auto L3","Four-Door Car","Midsize","PA","Rural","Male","College","Employed","Married"
"MG99229",11772.442244,360,3554.942542,3338.59539634423,"Basic","Agent",21,68,0,1,"Corporate Auto L3","Luxury Car","Small","MD","Suburban","Male","College","Unemployed","Single"
"MH13358",5708.53388,146,944.086084,730.185489872166,"Basic","Agent",8,90,0,1,"Personal Auto L3","Two-Door Car","Small","MD","Suburban","Female","High School or Below","Employed","Single"
"MH14039",5184.875594,130,624,624,"Basic","Call Center",8,23,0,1,"Personal Auto L2","Four-Door Car","Small","PA","Suburban","Male","High School or Below","Employed","Married"
"MH24522",15470.931056,202,1126.568662,1126.568662,"Basic","Call Center",11,34,0,3,"Personal Auto L2","Sports Car","Small","PA","Suburban","Male","College","Unemployed","Married"
"MH40017",9604.954066,122,730.624144,730.624144,"Basic","Call Center",13,17,0,9,"Personal Auto L3","Four-Door Car","Midsize","DE","Suburban","Male","High School or Below","Employed","Married"
"MH43755",27762.07894,362,953.415498,953.415498,"Premium","Agent",28,51,0,3,"Personal Auto L2","Sports Car","Midsize","DE","Urban","Female","College","Disabled","Married"
"MH50997",40006.28182,168,291.980178,291.980178,"Extended","Branch",11,19,1,2,"Personal Auto L3","Four-Door Car","Midsize","PA","Rural","Female","Bachelor","Employed","Married"
"MH76107",8027.891024,200,243.856028,37.832692455262,"Basic","Agent",33,86,0,1,"Personal Auto L3","Sports Car","Midsize","PA","Rural","Male","College","Employed","Married"
"MH81246",15226.38619,192,659.045716,659.045716,"Extended","Agent",35,29,0,7,"Corporate Auto L2","Four-Door Car","Midsize","MD","Urban","Male","High School or Below","Employed","Married"
"MH85165",13535.613502,172,1844.671944,1844.671944,"Extended","Branch",18,8,0,6,"Personal Auto L1","Four-Door Car","Midsize","PA","Suburban","Male","High School or Below","Employed","Married"
"MI13678",5012.395704,124,178.797588,178.797588,"Basic","Branch",21,1,0,1,"Personal Auto L3","Four-Door Car","Midsize","MD","Rural","Male","High School or Below","Employed","Married"
"MI16758",24105.77386,204,753.673776,544.211970196038,"Basic","Web",6,81,0,2,"Personal Auto L3","SUV","Small","VA","Urban","Female","High School or Below","Employed","Divorced"
"MI42935",11309.18609,166,1195.2,1195.2,"Extended","Call Center",0,12,0,7,"Personal Auto L2","Four-Door Car","Midsize","PA","Suburban","Female","Bachelor","Unemployed","Single"
"MI49191",18821.340258,234,1123.2,1123.2,"Premium","Branch",6,57,0,3,"Corporate Auto L1","Four-Door Car","Large","PA","Suburban","Male","Bachelor","Employed","Married"
"MI62456",5734.624394,156,748.8,748.8,"Extended","Call Center",19,18,0,1,"Personal Auto L1","Four-Door Car","Midsize","DE","Suburban","Female","Bachelor","Retired","Divorced"
"MI65698",9181.622428,236,640.65555,640.65555,"Premium","Agent",33,20,0,1,"Personal Auto L3","Two-Door Car","Large","MD","Urban","Female","College","Employed","Divorced"
"MI81870",30085.15316,380,1824,1616.47672549046,"Premium","Branch",10,75,0,6,"Corporate Auto L1","SUV","Midsize","DE","Suburban","Female","Bachelor","Employed","Married"
"MI91352",16764.956784,142,1583.756084,1583.756084,"Basic","Call Center",16,38,0,2,"Personal Auto L1","Four-Door Car","Midsize","PA","Suburban","Male","Bachelor","Employed","Married"
"MI95708",25895.36538,230,1104,1104,"Premium","Call Center",25,14,0,2,"Personal Auto L3","Four-Door Car","Large","DE","Suburban","Female","High School or Below","Retired","Married"
"MI99404",9300.127526,130,936,936,"Basic","Agent",15,26,0,3,"Personal Auto L3","Two-Door Car","Midsize","PA","Suburban","Male","College","Retired","Single"
"MJ14480",11198.765786,144,691.2,691.2,"Basic","Agent",0,50,0,6,"Personal Auto L3","Four-Door Car","Midsize","DE","Suburban","Female","High School or Below","Employed","Single"
"MJ25422",73391.81254,398,2124.180922,1900.06244462451,"Basic","Call Center",7,93,0,2,"Personal Auto L3","Luxury SUV","Midsize","MD","Suburban","Female","College","Unemployed","Married"
"MJ45965",16119.787342,136,489.454288,489.454288,"Basic","Branch",3,51,0,2,"Personal Auto L3","Four-Door Car","Midsize","MD","Urban","Male","High School or Below","Employed","Single"
"MJ51323",16854.344972,430,2064,2064,"Extended","Agent",4,21,1,1,"Personal Auto L2","Luxury SUV","Midsize","MD","Suburban","Female","Bachelor","Employed","Divorced"
"MJ54807",32946.3381,212,1017.6,1017.6,"Basic","Agent",11,54,0,2,"Personal Auto L3","SUV","Midsize","VA","Suburban","Male","Bachelor","Retired","Married"
"MJ60422",13304.948984,168,806.4,806.4,"Extended","Call Center",3,40,0,5,"Personal Auto L3","Two-Door Car","Small","DE","Suburban","Male","Bachelor","Employed","Married"
"MJ69973",5681.70858,148,804.899646,583.736991107594,"Basic","Call Center",17,73,0,1,"Personal Auto L3","Two-Door Car","Midsize","DE","Suburban","Male","High School or Below","Unemployed","Married"
"MJ77630",94311.25116,266,1261.777326,1261.777326,"Extended","Agent",12,31,0,2,"Personal Auto L3","SUV","Midsize","MD","Urban","Male","High School or Below","Employed","Married"
"MJ95558",33140.18018,422,2025.6,2025.6,"Extended","Agent",30,13,0,6,"Special Auto L2","Luxury SUV","Small","PA","Suburban","Male","Bachelor","Employed","Married"
"MK15785",8774.62174,220,1056,1056,"Basic","Call Center",24,57,0,1,"Corporate Auto L2","Sports Car","Midsize","VA","Suburban","Male","Master","Employed","Married"
"MK19833",9135.748896,122,585.6,585.6,"Basic","Web",10,36,0,4,"Corporate Auto L3","Two-Door Car","Midsize","DE","Suburban","Male","College","Disabled","Married"
"MK32733",18234.88339,252,843.813606,640.538876796333,"Extended","Branch",29,61,0,3,"Corporate Auto L3","SUV","Midsize","PA","Urban","Male","Bachelor","Unemployed","Married"
"MK34957",26595.4245,224,1569.31562,1569.31562,"Basic","Agent",19,12,4,2,"Special Auto L1","SUV","Midsize","MD","Suburban","Female","College","Employed","Married"
"MK52197",11014.126484,142,681.6,681.6,"Basic","Branch",3,38,0,3,"Personal Auto L3","Four-Door Car","Midsize","VA","Suburban","Female","Master","Unemployed","Married"
"MK52711",20629.04968,130,148.926202,148.926202,"Basic","Agent",12,25,3,2,"Personal Auto L2","Two-Door Car","Midsize","PA","Rural","Female","High School or Below","Employed","Married"
"MK56815",19182.46529,238,1015.59865,807.454581191708,"Premium","Call Center",32,63,0,6,"Personal Auto L3","Four-Door Car","Midsize","PA","Urban","Male","College","Employed","Married"
"MK70700",11106.591516,138,353.638828,127.476111860798,"Basic","Branch",1,81,0,3,"Personal Auto L1","Four-Door Car","Midsize","PA","Urban","Male","Master","Employed","Married"
"MK73855",16218.729214,136,652.8,431.838705386268,"Basic","Agent",17,77,0,2,"Personal Auto L2","Four-Door Car","Midsize","NJ","Suburban","Female","High School or Below","Employed","Married"
"MK87221",6827.24512,174,835.2,835.2,"Extended","Agent",25,50,0,1,"Personal Auto L2","Two-Door Car","Midsize","DE","Suburban","Female","High School or Below","Medical Leave","Married"
"MK92016",16052.09846,218,1796.860158,1796.860158,"Basic","Branch",10,20,0,6,"Corporate Auto L3","SUV","Midsize","MD","Suburban","Male","Bachelor","Unemployed","Married"
"MK93363",8355.33251,208,998.4,796.223158702209,"Basic","Branch",27,76,0,1,"Personal Auto L1","Sports Car","Midsize","NJ","Suburban","Female","Master","Employed","Married"
"ML10022",26395.85786,136,652.8,652.8,"Basic","Agent",19,2,3,2,"Personal Auto L1","Four-Door Car","Large","VA","Suburban","Female","College","Unemployed","Single"
"ML23548",21097.07406,262,1460.74703,1245.81151140853,"Extended","Call Center",18,62,1,3,"Personal Auto L1","Sports Car","Midsize","DE","Suburban","Female","Doctor","Employed","Married"
"ML29312",8998.986504,248,1409.536222,1409.536222,"Extended","Call Center",34,47,2,1,"Personal Auto L3","SUV","Midsize","MD","Suburban","Female","High School or Below","Disabled","Divorced"
"ML34366",10778.99893,272,115.42597,57.712985,"Extended","Agent",35,93,0,1,"Personal Auto L2","Sports Car","Midsize","PA","Rural","Male","College","Employed","Married"
"ML38237",17739.262286,238,1142.4,1142.4,"Basic","Agent",12,57,0,4,"Corporate Auto L1","SUV","Midsize","PA","Suburban","Female","High School or Below","Unemployed","Married"
"ML68781",5257.126192,130,510.420098,298.50914885949,"Basic","Branch",18,83,0,1,"Personal Auto L3","Four-Door Car","Midsize","PA","Urban","Female","College","Employed","Married"
"ML79788",15817.338972,198,950.4,950.4,"Extended","Branch",33,30,0,3,"Corporate Auto L1","Four-Door Car","Midsize","DE","Suburban","Female","College","Employed","Divorced"
"ML82674",21957.56056,278,506.367136,296.526656907497,"Extended","Call Center",28,87,1,4,"Personal Auto L2","SUV","Midsize","MD","Rural","Male","Bachelor","Employed","Married"
"ML93326",8950.849184,222,994.253654,781.163721207835,"Basic","Agent",7,63,0,1,"Personal Auto L1","SUV","Midsize","NJ","Urban","Female","College","Employed","Married"
"ML93514",9475.682578,236,65.66118,32.83059,"Premium","Agent",10,78,0,1,"Personal Auto L3","Four-Door Car","Midsize","PA","Rural","Male","Bachelor","Employed","Married"
"MM10866",17218.31643,214,578.081468,363.072633665378,"Basic","Branch",2,74,0,3,"Personal Auto L2","SUV","Midsize","PA","Urban","Female","Bachelor","Employed","Married"
"MM27192",23963.96962,124,514.497578,514.497578,"Basic","Agent",0,59,0,2,"Personal Auto L2","Two-Door Car","Midsize","MD","Urban","Female","Master","Retired","Married"
